EU544746.1	#86b8dc	Seawater	EU544746.1.1-1481 Uncultured gamma proteobacterium clone NABOS FLbact46 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	0.22-1.0 um size fraction (free-living) of Arctic seawater
GQ349185.1			GQ349185.1.1-1393 Uncultured gamma proteobacterium clone SHAN516 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 120 m depth
OTU_7.1	#fba276	Marine sponge	OTU 7.Ca OTU 7	Halichondria sitiens	marine spongeOTU 7
GU061256.1	#86b8dc	Seawater	GU061256.1.1-1462 Uncultured gamma proteobacterium clone 5m-85 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Yellow Sea intertidal beach seawater at 5 m depth
KF596540.1			KF596540.1.1-1517 Uncultured bacterium clone 44 140 16S ribosomal RNA gene partial sequence	uncultured bacterium	E54 Gulf of Gdansk Baltic Sea
KF596538.1			KF596538.1.1517_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	E54_Gulf_of_Gdansk_Baltic_Sea.0.00000050
DQ015811.1	#50c0cf	Freshwater	DQ015811.1.1-1516 Uncultured bacterium clone ELB16-131 16S ribosomal RNA gene complete sequence	uncultured bacterium	lake water East Lobe at 16 m
GQ348186.1			GQ348186.1.69-1379 Uncultured gamma proteobacterium clone SGSX1082 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 120 m depth
EU800056.1			EU800056.1.1-1505 Uncultured bacterium clone 1C227746 16S ribosomal RNA gene partial sequence	uncultured bacterium	Newport Harbour RI
DQ015816.1	#50c0cf	Freshwater	DQ015816.1.1512_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	lake_water_East_Lobe_at_19_m.0.00780297
DQ015809.1	#50c0cf	Freshwater	DQ015809.1.1-1502 Uncultured bacterium clone ELB16-104 16S ribosomal RNA gene complete sequence	uncultured bacterium	lake water East Lobe at 16 m
AY386345.1			AY386345.1.1-1510 Marine gamma proteobacterium HTCC2178 16S ribosomal RNA gene partial sequence	marine gamma proteobacterium HTCC2178
GU235766.1			GU235766.1.1-1377 Uncultured marine bacterium clone SHTA856 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	Antarctic sea water collected from 5m
EU005712.1	#86b8dc	Seawater	EU005712.1.62-1457 Uncultured marine bacterium clone KG A3 120m8 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	3 micron prefiltered seawater from 120 m depth (station A3) above the Kerguelen Plateau in the Southern Ocean	uncultured OM182 clade bacterium	surface (5m) water samples filtered on 0.22 micron filter paper derived from the Southern ocean iron fertilization experiment (LOHAFEX)
GU235529.1			GU235529.1.1-1377 Uncultured marine bacterium clone SHTA502 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	Antarctic sea water collected from 5m
GU235630.1			GU235630.1.1-1377 Uncultured marine bacterium clone SHTA649 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	Antarctic sea water collected from 5m
GU234689.1			GU234689.1.1372_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_marine_bacterium	uncultured_marine_bacterium	Antarctic_sea_water_collected_from_5m.0.01031177
GQ259240.1			GQ259240.1.1-1467 Uncultured bacterium clone water deep18 16S ribosomal RNA gene partial sequence	uncultured bacterium	deep water
EU919849.1			EU919849.1.1-1501 Uncultured bacterium clone s101 16S ribosomal RNA gene partial sequence	uncultured bacterium	ocean water
GU235730.1			GU235730.1.1-1376 Uncultured marine bacterium clone SHTA799 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	Antarctic sea water collected from 5m
GU235735.1			GU235735.1.1-1376 Uncultured marine bacterium clone SHTA807 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	Antarctic sea water collected from 5m
EU795103.1			EU795103.1.8364-9902 Uncultured bacterium ARCTIC45 G 10 genomic sequence	uncultured bacterium ARCTIC45 G 10	Arctic
AF468261.1			AF468261.1.1416_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Arctic_pack_ice_northern_Fram_Strait_80_deg_31.1_min_N_01_deg_59.7_min_E.0.02108849
GQ346745.1			GQ346745.1.1-1379 Uncultured gamma proteobacterium clone SGPW440 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 10 m depth
AY386343.1			AY386343.1.1-1508 Marine gamma proteobacterium HTCC2180 16S ribosomal RNA gene partial sequence	marine gamma proteobacterium HTCC2180
GQ348816.1			GQ348816.1.1-1380 Uncultured gamma proteobacterium clone SHAB758 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 10 m depth
GQ350437.1			GQ350437.1.1-1373 Uncultured gamma proteobacterium clone SHBC661 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 120 m depth
HQ163108.1			HQ163108.1.1-1372 Uncultured gamma proteobacterium clone SHZW386 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
HQ163243.1			HQ163243.1.1-1375 Uncultured gamma proteobacterium clone SHZW578 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
EU799748.1			EU799748.1.1-1504 Uncultured bacterium clone 1C227393 16S ribosomal RNA gene partial sequence	uncultured bacterium	Newport Harbour RI
EU800072.1			EU800072.1.1-1504 Uncultured bacterium clone 1C227770 16S ribosomal RNA gene partial sequence	uncultured bacterium	Newport Harbour RI
GU474936.1	#86b8dc	Seawater	GU474936.1.26765-28300 Uncultured gamma proteobacterium EB000 65A11 genomic sequence	uncultured gamma proteobacterium EB000 65A11	Monterey Bay seawater
AY627373.1			AY627373.1.60-1502 Uncultured gamma proteobacterium clone EB000-65A11 16S ribosomal RNA gene partial sequence 16S-23S ribosomal RNA internal transcribed spacer complete sequence and 23S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	PCR-amplified from a cloned (BAC) DNA fragment collected on March 17 1999 at station M1 (36.78N 122.48W) surface in Monterey Bay California
KX935548.1			KX935548.1.1-1497 Uncultured marine bacterium clone 13H3Tc9q5 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	CALCOFI Line 67-H3 depth of 5m size fraction 0.1-20 um
AY627382.1			AY627382.1.1-1532 Uncultured gamma proteobacterium clone EB080-L26F04 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	PCR-amplified from a cloned (BAC) DNA fragment collected on July 23 1999 at station M1 (36 45.50N 122 02.10W) 80 m in Monterey Bay California
AY386342.1			AY386342.1.1-1508 Marine gamma proteobacterium HTCC2151 16S ribosomal RNA gene partial sequence	marine gamma proteobacterium HTCC2151
DQ009148.1			DQ009148.1.1-1513 Uncultured marine bacterium clone SPOTSAPR01 5m148 16S ribosomal RNA gene partial sequence 16S-23S ribosomal RNA intergenic spacer complete sequence and 23S ribosomal RNA gene partial sequence	uncultured marine bacterium	glass fiber prefiltered bacterioplankton DNA collected at 5M depth from the San Pedro Ocean Time Series
JQ197023.1	#86b8dc	Seawater	JQ197023.1.3-1363 Uncultured bacterium clone SeaWat 30179 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin E
GQ348017.1			GQ348017.1.1-1380 Uncultured gamma proteobacterium clone SGST507 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
HQ163117.1			HQ163117.1.1-1374 Uncultured gamma proteobacterium clone SHZW396 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
GQ346992.1			GQ346992.1.1-1372 Uncultured gamma proteobacterium clone SGPZ680 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
JQ198567.1	#86b8dc	Seawater	JQ198567.1.1-1361 Uncultured bacterium clone SeaWat 35314 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin O
GQ346785.1			GQ346785.1.1-1377 Uncultured gamma proteobacterium clone SGPW597 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 10 m depth
GQ348019.1			GQ348019.1.1-1379 Uncultured gamma proteobacterium clone SGST511 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
GQ348129.1			GQ348129.1.1-1380 Uncultured gamma proteobacterium clone SGST715 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
KX097109.1	#b3b1b0	Marine sediments	KX097109.1.1501_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	deep-sea_sediment.0.02098796
KX173093.1			KX173093.1.1466_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Gulf_of_Mexico_sediment.0.02568105
EU491863.1			EU491863.1.65-1444 Uncultured bacterium clone EPR3965-I2-Bc49 16S ribosomal RNA gene partial sequence	uncultured bacterium	seafloor lavas from the East Pacific Rise
EU287177.1			EU287177.1.1505_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	arctic_surface_sediment.0.01034889
JN018490.1			JN018490.1.1-1401 Uncultured bacterium clone 6-7-14 16S ribosomal RNA gene partial sequence	uncultured bacterium	Gulf of Mexico stable isotope probing incubations
JN018442.1			JN018442.1.1-1401 Uncultured bacterium clone 4-4-56 16S ribosomal RNA gene partial sequence	uncultured bacterium	Gulf of Mexico stable isotope probing incubations
KX172871.1			KX172871.1.1462_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Gulf_of_Mexico_sediment.0.01985771
EU050831.1			EU050831.1.1-1419 Uncultured gamma proteobacterium clone SS1 B 03 65 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	sediment from the Kings Bay Svalbard Arctic
HQ191011.1			HQ191011.1.1484_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_sediment_bacterium	uncultured_sediment_bacterium	Janssand_intertidal_sediment_German_Wadden_Sea.0.01416870
MG002242.1			MG002242.1.1288_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium.0.00840305
LC075347.1			LC075347.1.1480_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeOM182_bacterium_D4	OM182_bacterium_D4	sea_water.0.00141669
GU061251.1	#86b8dc	Seawater	GU061251.1.1457_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_gamma_proteobacterium	uncultured_Gammaproteobacteria_bacterium	Yellow_Sea_intertidal_beach_seawater_at_5_m_depth	Yellow_Sea_intertidal_beach_surface_seawater.0.00128763
GU061277.1	#86b8dc	Seawater	GU061277.1.62-1457 Uncultured gamma proteobacterium clone 20m-14 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Yellow Sea intertidal beach seawater at 20 m depth
GQ350415.1			GQ350415.1.1-1377 Uncultured gamma proteobacterium clone SHBC634 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 120 m depth
GQ349393.1			GQ349393.1.1-1376 Uncultured gamma proteobacterium clone SHAS493 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 200 m depth
AB974100.1	#86b8dc	Seawater	AB974100.1.57-1443 Uncultured bacterium gene for 16S rRNA partial sequence clone. E12D020E39 (OTU012)	uncultured bacterium	Seawater in East China Sea
JQ197333.1	#86b8dc	Seawater	JQ197333.1.1361_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	seawater_next_to_dolphin_G.0.00154162
JQ194807.1	#86b8dc	Seawater	JQ194807.1.63-1361 Uncultured bacterium clone SeaWat 15749 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin A
JQ194840.1	#86b8dc	Seawater	JQ194840.1.63-1361 Uncultured bacterium clone SeaWat 15021 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin A
JQ196419.1	#86b8dc	Seawater	JQ196419.1.63-1361 Uncultured bacterium clone SeaWat O031 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin D	seawater next to dolphin H	seawater next to dolphin Y	seawater next to dolphin E
JQ196650.1	#86b8dc	Seawater	JQ196650.1.63-1361 Uncultured bacterium clone SeaWat 30557 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin E
JQ197078.1	#86b8dc	Seawater	JQ197078.1.63-1360 Uncultured bacterium clone SeaWat 30792 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin E
KC873745.1	#86b8dc	Seawater	KC873745.1.1-1397 Uncultured bacterium clone S65 022 16S ribosomal RNA gene partial sequence	uncultured bacterium	surface seawater
GU940965.1			GU940965.1.1-1381 Uncultured bacterium clone N418B 28 16S ribosomal RNA gene partial sequence	uncultured bacterium	South China Sea
JN233073.1			JN233073.1.1-1456 Uncultured gamma proteobacterium clone OS2SD40 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	ocean water collected from the continental slope off Cape Lookout NC from 2m depth
KU578763.1			KU578763.1.1-1390 Uncultured bacterium clone E127 F08 16S ribosomal RNA gene partial sequence	uncultured bacterium	ocean water
EF573862.1			EF573862.1.1-1502 Uncultured bacterium clone S25 206 16S ribosomal RNA gene partial sequence	uncultured bacterium	site S25 near Cocos Island
EU010234.1	#86b8dc	Seawater	EU010234.1.1-1477 Uncultured marine bacterium clone C68 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	seawater
JQ731891.1	#86b8dc	Seawater	JQ731891.1.1-1457 Uncultured bacterium clone A0 2 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater by fitration through 0.22um polycarbonate membrane
JX017218.1			JX017218.1.1-1496 Uncultured bacterium clone HglFeb6F10m 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
JX016737.1			JX016737.1.1-1496 Uncultured bacterium clone HglFeb00453 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
EU800017.1			EU800017.1.1-1503 Uncultured bacterium clone 1C227703 16S ribosomal RNA gene partial sequence	uncultured bacterium	Newport Harbour RI
FR683608.1			FR683608.1.1-1496 uncultured marine bacterium 16S rRNA gene clone 16 06 05E03	uncultured marine bacterium	marine biome fjord coastal water
EU799844.1			EU799844.1.1286_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Newport_Harbour_RI.0.00952174
HQ163292.1			HQ163292.1.1-1375 Uncultured gamma proteobacterium clone SHZW644 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
GQ347949.1			GQ347949.1.68-1378 Uncultured gamma proteobacterium clone SGSO743 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 10 m depth
GQ348802.1			GQ348802.1.1-1378 Uncultured gamma proteobacterium clone SHAB744 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 10 m depth
JX016865.1			JX016865.1.1-1496 Uncultured bacterium clone HglFeb4H1m 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
JQ197332.1	#86b8dc	Seawater	JQ197332.1.1-1361 Uncultured bacterium clone SeaWat 63487 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin G
JQ198588.1	#86b8dc	Seawater	JQ198588.1.63-1361 Uncultured bacterium clone SeaWat 35231 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin O
JQ196266.1	#86b8dc	Seawater	JQ196266.1.1-1360 Uncultured bacterium clone SeaWat O269 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin D
JQ195709.1	#86b8dc	Seawater	JQ195709.1.1-1361 Uncultured bacterium clone SeaWat G125 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin AA
JQ200161.1	#86b8dc	Seawater	JQ200161.1.63-1361 Uncultured bacterium clone SeaWat 55671 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin Y
JX016202.1			JX016202.1.1-1496 Uncultured bacterium clone HglApr798 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
JX537818.1			JX537818.1.19-1375 Uncultured bacterium clone 63-63 16S ribosomal RNA gene partial sequence	uncultured bacterium	surface coastal North Sea water
GQ347936.1			GQ347936.1.1-1381 Uncultured gamma proteobacterium clone SGSO725 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 10 m depth
GQ349050.1			GQ349050.1.1-1374 Uncultured gamma proteobacterium clone SHAG680 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Saanich Inlet 100 m depth
JQ197675.1	#86b8dc	Seawater	JQ197675.1.1-1361 Uncultured bacterium clone SeaWat 67178 16S ribosomal RNA gene partial sequence	uncultured bacterium	seawater next to dolphin H	seawater next to dolphin I	seawater next to dolphin A
JX016562.1			JX016562.1.1-1496 Uncultured bacterium clone HglFeb00542 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
JX016421.1			JX016421.1.1-1496 Uncultured bacterium clone HglFeb0220 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
EU802139.1			EU802139.1.1502_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Chesapeake_Bay_MD.0.00067589
JX015975.1			JX015975.1.1-1496 Uncultured bacterium clone HglApr521 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
JN591899.1	#86b8dc	Seawater	JN591899.1.1-1500 Uncultured OM182 clade bacterium clone GG101008Clone77 16S ribosomal RNA gene partial sequence	uncultured OM182 clade bacterium	surface seawater Puget Sound
JN591896.1	#86b8dc	Seawater	JN591896.1.1-1499 Uncultured OM182 clade bacterium clone GG101008Clone102 16S ribosomal RNA gene partial sequence	uncultured OM182 clade bacterium	surface seawater Puget Sound
JX016504.1			JX016504.1.1-1496 Uncultured bacterium clone HglFeb0099m 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine bulk water
JX226818.1	#b3b1b0	Marine sediments	JX226818.1.228-1508 Uncultured bacterium clone NBB14 16S ribosomal RNA gene partial sequence	uncultured bacterium	nodule collected from station WS0904 in the Clarion-Clipperton Fracture Zone
EU373829.1			EU373829.1.6-1508 Uncultured gamma proteobacterium clone HCM3MC83 12A FL 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	canyon and slope sediment
JN233134.1			JN233134.1.63-1457 Uncultured gamma proteobacterium clone OS2SD39 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	ocean water collected from the continental slope off Cape Lookout NC from 2m depth
KC492840.1			KC492840.1.33-1386 Uncultured gamma proteobacterium clone A16 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Baltic Sea redoxcline 119 m depth
KX172543.1			KX172543.1.63-1456 Uncultured bacterium clone EyjYy143 16S ribosomal RNA gene partial sequence	uncultured bacterium	Gulf of Mexico sediment
KX177671.1			KX177671.1.1-1487 Uncultured bacterium clone PW-15D04 16S ribosomal RNA gene partial sequence	uncultured bacterium	pyrrhotite - water column
KT893259.1	#50c0cf	Freshwater	KT893259.1.1-1519 Uncultured bacterium clone xjeb-bact5 16S ribosomal RNA gene partial sequence	uncultured bacterium	Ebinur lake sediment
HQ190511.1	#f2faad	Oil spill	HQ190511.1.1542_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Zhongyuan_oil_field.0.01939884
JN166268.1			JN166268.1.1-1496 Uncultured marine microorganism clone HOT157 125m87 16S ribosomal RNA gene partial sequence	uncultured marine microorganism	depth 125m Hawaii Ocean Time series cruise 157 station 2 cast 3 bottle 15
JN166254.1			JN166254.1.1-1496 Uncultured marine microorganism clone HOT157 125m74 16S ribosomal RNA gene partial sequence	uncultured marine microorganism	depth 125m Hawaii Ocean Time series cruise 157 station 2 cast 3 bottle 15
KX172590.1			KX172590.1.1-1460 Uncultured bacterium clone EyjYyy71 16S ribosomal RNA gene partial sequence	uncultured bacterium	Gulf of Mexico sediment
KX172585.1			KX172585.1.1-1463 Uncultured bacterium clone EyjYyy59 16S ribosomal RNA gene partial sequence	uncultured bacterium	Gulf of Mexico sediment
EU800357.1			EU800357.1.1417_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Delaware_Bay_NJ.0.01999114
EU050829.1			EU050829.1.1-1419 Uncultured gamma proteobacterium clone SS1 B 07 49 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	sediment from the Kings Bay Svalbard Arctic
EU050830.1			EU050830.1.1-1442 Uncultured gamma proteobacterium clone SS1 B 08 75 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	sediment from the Kings Bay Svalbard Arctic
JQ586342.1			JQ586342.1.1-1517 Uncultured bacterium clone SR10-122 16S ribosomal RNA gene partial sequence	uncultured bacterium	arctic marine sediment
KX427740.1			KX427740.1.1282_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	ocean_water.0.00344169
KM222958.1	#86b8dc	Seawater	KM222958.1.1425_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_marine_bacterium	uncultured_marine_bacterium	0.8_micron_prefiltered_seawater_from_180_m_depth_from_the_central_gyre_in_the_South_Pacific_Ocean.0.01441152
KP638930.1			KP638930.1.1-1510 Uncultured bacterium clone M6-8 16S ribosomal RNA gene partial sequence	uncultured bacterium	the East China Sea
JN166317.1			JN166317.1.1-1290 Uncultured marine microorganism clone HOT157 350m48 16S ribosomal RNA gene partial sequence	uncultured marine microorganism	depth 350m Hawaii Ocean Time series cruise 157 station 2 cast 3 bottle 7
AJ581349.1			AJ581349.1.1-1511 Uncultured gamma proteobacterium partial 16S rRNA gene clone E01-9C-12	uncultured Gammaproteobacteria bacterium	Axinella verrucosa
GCA_016779585.1			GCA 016779585.1.UBA9659 sp016779585	Brackish water Black Sea St. 301GCA 016779585.1
AY701467.1			AY701467.1.1463_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_gamma_proteobacterium	uncultured_Gammaproteobacteria_bacterium	Gymnodinium_catenatum_GCDE08.0.00243930
FM242300.1	#f2faad	Oil spill	FM242300.1.1-1515 Uncultured gamma proteobacterium partial 16S ribosomal RNA clone 3 T9d-oil	uncultured Gammaproteobacteria bacterium	sediment
GQ348959.1			GQ348959.1.1394_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_gamma_proteobacterium	uncultured_Gammaproteobacteria_bacterium	Saanich_Inlet_100_m_depth.0.02068846
KC001634.1	#86b8dc	Seawater	KC001634.1.1389_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeunidentified_marine_bacterioplankton	unidentified_marine_bacterioplankton	surface_seawater_samples_from_China_offshore_waters_and_South_China_Sea.0.01018298
KX935547.1			KX935547.1.1-1511 Uncultured marine bacterium clone 155D1Bc4hY 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	CALCOFI Line 67-155 depth of 86m size fraction 0.1-0.8 um
KX935546.1			KX935546.1.1514_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_marine_bacterium	uncultured_marine_bacterium	CALCOFI_Line_67-155_depth_of_86m_size_fraction_0.1-0.8_um.0.00000050
KX935545.1			KX935545.1.1-1512 Uncultured marine bacterium clone 155D1Ac4Ou 16S ribosomal RNA gene partial sequence	uncultured marine bacterium	CALCOFI Line 67-155 depth of 86m size fraction 0.1-0.8 um
AF382137.1			AF382137.1.1-1514 Uncultured bacterium clone ZA3412c 16S ribosomal RNA gene partial sequence	uncultured bacterium
DQ917876.1	#3fe312	Plant	DQ917876.1.92-1503 Uncultured Pseudomonas sp. clone ME74 16S ribosomal RNA gene partial sequence	uncultured Pseudomonas sp.	Muricea elongata
GCA_902567095.1			GCA 902567095.1.UBA9659 sp902567095	marine waterGCA 902567095.1
EF572884.1			EF572884.1.1-1518 Uncultured bacterium clone S23 983 16S ribosomal RNA gene partial sequence	uncultured bacterium	Cocos Island site 23
EU804436.1			EU804436.1.1-1518 Uncultured bacterium clone 6C232357 16S ribosomal RNA gene partial sequence	uncultured bacterium	250 miles from Panama City
KF786755.1	#f2faad	Oil spill	KF786755.1.1-1413 Uncultured gamma proteobacterium clone S1-8-72 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	Gulf of Mexico oil surface
EF572027.1			EF572027.1.1518_BacteriaProteobacteriaGammaproteobacteriaPseudomonadalesOM182_cladeuncultured_bacterium	uncultured_bacterium	Cocos_Island_site_23.0.00200617
