EU487810.1			EU487810.1.1-1499 Uncultured bacterium clone CK G8 1 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Lucina nassula (lucinid clam)
EU487816.1			EU487816.1.1-1499 Uncultured bacterium clone CK G8 12 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Lucina nassula (lucinid clam)
EU487819.1			EU487819.1.1-1499 Uncultured bacterium clone CK G8 15 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Lucina nassula (lucinid clam)
EU487815.1			EU487815.1.1-1499 Uncultured bacterium clone CK G8 11 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Lucina nassula (lucinid clam)
EU487811.1			EU487811.1.1-1497 Uncultured bacterium clone CK G8 5 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Lucina nassula (lucinid clam)
EU487817.1			EU487817.1.1-1499 Uncultured bacterium clone CK G8 13 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Lucina nassula (lucinid clam)
FJ752445.1			FJ752445.1.1-1502 Loripes lacteus gill symbiont clone 2B 16S ribosomal RNA gene partial sequence	Loripes lacteus gill symbiont	Loripes lacteus isolate 69
FJ752447.1			FJ752447.1.1-1503 Loripes lacteus gill symbiont clone 2C 16S ribosomal RNA gene partial sequence	Loripes lacteus gill symbiont	Loripes lacteus isolate 59
FJ752444.1			FJ752444.1.1-1500 Loripes lacteus gill symbiont clone 1B 16S ribosomal RNA gene partial sequence	Loripes lacteus gill symbiont	Loripes lacteus isolate 81
FJ752442.1			FJ752442.1.1-1503 Loripes lacteus gill symbiont clone 1A 16S ribosomal RNA gene partial sequence	Loripes lacteus gill symbiont	Loripes lacteus isolate 99
FJ752446.1			FJ752446.1.1-1534 Loripes lacteus gill symbiont clone 1C 16S ribosomal RNA gene partial sequence	Loripes lacteus gill symbiont	Loripes lacteus isolate 2
FJ752443.1			FJ752443.1.1-1534 Loripes lacteus gill symbiont clone 2A 16S ribosomal RNA gene partial sequence	Loripes lacteus gill symbiont	Loripes lacteus isolate 3
AM236336.1			AM236336.1.1-1503 Thiotrophic gammaproteobacterial endosymbiont of Lucinoma aff. kazani partial 16S rRNA gene	thiotrophic gammaproteobacterial endosymbiont of Lucinoma aff. kazani
FM213432.1			FM213432.1.1-1465 Endosymbiont of Lucinoma sp. partial 16S rRNA gene clone Mer MV 1 1	endosymbiont of Lucinoma sp.	host gill tissue	Lucinoma sp.
FN600354.1			FN600354.1.1-1502 Bacterial symbiont of Myrtea spinifera partial 16S rRNA gene clone L1-3	bacterial symbiont of Myrtea spinifera	bacterium associated with the gill tissue of Myrtea spinifera
FN600355.1			FN600355.1.1-1502 Bacterial symbiont of Myrtea spinifera partial 16S rRNA gene clone L2-13	bacterial symbiont of Myrtea spinifera	bacterium associated with the gill tissue of Myrtea spinifera
FN600353.1			FN600353.1.1-1502 Bacterial symbiont of Myrtea spinifera partial 16S rRNA gene clone L2-4	bacterial symbiont of Myrtea spinifera	bacterium associated with the gill tissue of Myrtea spinifera
X95229.1			X95229.1.1-1479 Lucina nassula gill symbiont 16S ribosomal RNA	Lucina nassula gill symbiont
EU488600.1			EU488600.1.1-1499 Uncultured bacterium clone MPC2 41 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia sea grass beds	Phacoides pectinatus lucinid
DQ395013.1			DQ395013.1.1-1506 Uncultured gamma proteobacterium clone VHS-B4-51 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	harbor sediment
X84979.1			X84979.1.1-1499 C.orbicularis symbiont 16S rRNA gene	Codakia orbicularis gill symbiont
EU488544.1			EU488544.1.1-1500 Uncultured bacterium clone LB GA8 2 24 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488555.1			EU488555.1.1-1499 Uncultured bacterium clone LB GA8 2 35 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488558.1			EU488558.1.1-1500 Uncultured bacterium clone LB GB7 2 36 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488502.1			EU488502.1.1-1500 Uncultured bacterium clone LB GA8 2 4 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488534.1			EU488534.1.1-1499 Uncultured bacterium clone LB GA8 4 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488515.1			EU488515.1.1-1500 Uncultured bacterium clone LB GA8 2 17 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488548.1			EU488548.1.1-1500 Uncultured bacterium clone LB GA8 2 28 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488528.1			EU488528.1.1-1500 Uncultured bacterium clone LB GA8 22 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488538.1			EU488538.1.1-1500 Uncultured bacterium clone LB GA8 8 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488541.1			EU488541.1.1-1500 Uncultured bacterium clone LB GA8 11 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488547.1			EU488547.1.1-1500 Uncultured bacterium clone LB GA8 2 27 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488501.1			EU488501.1.1-1500 Uncultured bacterium clone LB GA8 2 3 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488553.1			EU488553.1.2-1501 Uncultured bacterium clone LB GA8 2 33 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488530.1			EU488530.1.1-1500 Uncultured bacterium clone LB GA8 26 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488569.1			EU488569.1.1-1500 Uncultured bacterium clone LB GB7 2 10 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488557.1			EU488557.1.1-1500 Uncultured bacterium clone LB GB7 2 35 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488556.1			EU488556.1.1-1499 Uncultured bacterium clone LB GB7 2 34 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488529.1			EU488529.1.1-1500 Uncultured bacterium clone LB GA8 23 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488582.1			EU488582.1.1-1500 Uncultured bacterium clone LB GB7 2 23 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488508.1			EU488508.1.1-1500 Uncultured bacterium clone LB GA8 2 10 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488565.1			EU488565.1.1-1500 Uncultured bacterium clone LB GB7 2 6 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488587.1			EU488587.1.1-1500 Uncultured bacterium clone LB GB7 2 28 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488578.1			EU488578.1.1-1500 Uncultured bacterium clone LB GB7 2 19 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488518.1			EU488518.1.1-1500 Uncultured bacterium clone LB GA8 2 20 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488559.1			EU488559.1.1-1500 Uncultured bacterium clone LB GB7 2 37 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488532.1			EU488532.1.1-1500 Uncultured bacterium clone LB GA8 2 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488543.1			EU488543.1.1-1500 Uncultured bacterium clone LB GA8 2 23 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488510.1			EU488510.1.1-1500 Uncultured bacterium clone LB GA8 2 12 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488540.1			EU488540.1.1-1500 Uncultured bacterium clone LB GA8 10 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488517.1			EU488517.1.1-1500 Uncultured bacterium clone LB GA8 2 19 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488560.1			EU488560.1.1-1500 Uncultured bacterium clone LB GB7 2 38 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488584.1			EU488584.1.1-1500 Uncultured bacterium clone LB GB7 2 25 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488545.1			EU488545.1.1-1500 Uncultured bacterium clone LB GA8 2 25 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488524.1			EU488524.1.2-1498 Uncultured bacterium clone LB GA8 18 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488589.1			EU488589.1.1-1500 Uncultured bacterium clone LB GB7 2 30 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488575.1			EU488575.1.1-1500 Uncultured bacterium clone LB GB7 2 16 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488537.1			EU488537.1.1-1500 Uncultured bacterium clone LB GA8 7 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488591.1			EU488591.1.1-1500 Uncultured bacterium clone LB GB7 2 32 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488590.1			EU488590.1.1-1500 Uncultured bacterium clone LB GB7 2 31 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488588.1			EU488588.1.1-1500 Uncultured bacterium clone LB GB7 2 29 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488506.1			EU488506.1.1-1500 Uncultured bacterium clone LB GA8 2 8 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488586.1			EU488586.1.1-1500 Uncultured bacterium clone LB GB7 2 27 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488592.1			EU488592.1.1-1500 Uncultured bacterium clone LB GB7 2 33 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488516.1			EU488516.1.1-1500 Uncultured bacterium clone LB GA8 2 18 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488564.1			EU488564.1.1-1500 Uncultured bacterium clone LB GB7 2 4 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488520.1			EU488520.1.1-1500 Uncultured bacterium clone LB GA8 13 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488507.1			EU488507.1.1-1500 Uncultured bacterium clone LB GA8 2 9 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488531.1			EU488531.1.1-1500 Uncultured bacterium clone LB GA8 1 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488539.1			EU488539.1.1-1500 Uncultured bacterium clone LB GA8 9 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488522.1			EU488522.1.1-1500 Uncultured bacterium clone LB GA8 16 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488512.1			EU488512.1.1-1500 Uncultured bacterium clone LB GA8 2 14 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
EU488527.1			EU488527.1.1-1500 Uncultured bacterium clone LB GA8 21 16S ribosomal RNA gene partial sequence	uncultured bacterium	gill symbiont from Thalassia and Syringodium sea grass beds	Lucina nassula (lucinid clam)
KX097591.1			KX097591.1.1-1500 Uncultured bacterium clone T4-1 59 16S ribosomal RNA gene partial sequence	uncultured bacterium	deep-sea sediment
KX097598.1			KX097598.1.1-1499 Uncultured bacterium clone T4-1 67 16S ribosomal RNA gene partial sequence	uncultured bacterium	deep-sea sediment
FJ264663.1	#a6ccd3	Deep-sea cold seep carbonates	FJ264663.1.1501_BacteriaProteobacteriaGammaproteobacteriaChromatialesSedimenticolaceaeuncultureduncultured_bacterium	uncultured_bacterium	methane_seep_sediment.0.02797479
JF344687.1	#f2faad	Oil spill	JF344687.1.1-1500 Uncultured gamma proteobacterium clone ANOX-125 16S ribosomal RNA gene partial sequence	uncultured Gammaproteobacteria bacterium	hydrocarbon polluted marine sediments from figueiras beach
JX504382.1	#f7f1e3	Oolitic sand	JX504382.1.1-1537 Uncultured bacterium clone bac254c 16S ribosomal RNA gene partial sequence	uncultured bacterium	oolitic sand
EU983579.1			EU983579.1.1-1498 Piscirickettsiaceae bacterium endosymbiont of Anodontia ovum clone Luc03 16S ribosomal RNA gene partial sequence	Piscirickettsiaceae bacterium endosymbiont of Anodontia ovum	Anodontia ovum
EU983578.1			EU983578.1.1-1499 Piscirickettsiaceae bacterium endosymbiont of Anodontia ovum clone Luc02 16S ribosomal RNA gene partial sequence	Piscirickettsiaceae bacterium endosymbiont of Anodontia ovum	Anodontia ovum
EU983577.1			EU983577.1.1-1499 Piscirickettsiaceae bacterium endosymbiont of Anodontia ovum clone Luc01 16S ribosomal RNA gene partial sequence	Piscirickettsiaceae bacterium endosymbiont of Anodontia ovum	Anodontia ovum
MPRJ01000005.1			MPRJ01000005.3820.5364_BacteriaProteobacteriaGammaproteobacteriaChromatialesSedimenticolaceaeSedimenticolaSolemya_elarraichensis_gill_symbiont.0.00823440
FJ752441.1			FJ752441.1.1538_BacteriaProteobacteriaGammaproteobacteriaChromatialesSedimenticolaceaeSedimenticolaAnodontia_fragilis_gill_symbiont	Anodontia_fragilis_gill_symbiont	Anodontia_fragilis_isolate_15	Anodontia_fragilis_isolate_11.0.00110639
FJ752440.1			FJ752440.1.1-1500 Anodontia fragilis gill symbiont clone 2B 16S ribosomal RNA gene partial sequence	Anodontia fragilis gill symbiont	Anodontia fragilis isolate 48
FJ752439.1			FJ752439.1.1-1503 Anodontia fragilis gill symbiont clone 1B 16S ribosomal RNA gene partial sequence	Anodontia fragilis gill symbiont	Anodontia fragilis isolate 36	Anodontia fragilis isolate 33
AM883183.1	#ff8d00	Vestimentiferan tubeworm	AM883183.1.1-1503 endosymbiont of Sclerolinum contortum partial 16S rRNA gene clone Scon	endosymbiont of Sclerolinum contortum	host trophosome tissue	Sclerolinum contortum
FM165236.1	#a6ccd3.#ff8d00.#ff8d00	Deep-sea cold seep carbonates.Vestimentiferan tubeworm.Vestimentiferan tubeworm	FM165236.1.1-1501 Uncultured bacterium partial 16S rRNA gene clone V1tb43	uncultured bacterium	chitineous tube of the vestimentiferan tubeworm Lamellibrachia sp. from cold seeps
L01575.1			L01575.1.1-1495 Thyasira flexuosa gill symbiont partial 16S ribosomal RNA	Thyasira flexuosa gill symbiont
FN600359.1			FN600359.1.1-1500 Bacterial symbiont of Thyasira flexuosa partial 16S rRNA gene clone T4-8	bacterial symbiont of Thyasira flexuosa	bacterium associated with the gill tissue of Thyasira flexuosa
FN600358.1			FN600358.1.1-1500 Bacterial symbiont of Thyasira flexuosa partial 16S rRNA gene clone T1-2	bacterial symbiont of Thyasira flexuosa	bacterium associated with the gill tissue of Thyasira flexuosa
EF646140.1			EF646140.1.1500_BacteriaProteobacteriaGammaproteobacteriaChromatialesSedimenticolaceaeSedimenticolauncultured_bacterium	uncultured_bacterium	Namibian_upwelling_system.0.00901358
GU584501.1	#a6ccd3.#f2faad	Deep-sea cold seep carbonates.Oil spill	GU584501.1.1-1399 Uncultured bacterium clone EthaneSIP4-6-10 16S ribosomal RNA gene partial sequence	uncultured bacterium	marine hydrocarbon seep sediment
ATLU01000384.1			ATLU01000384.3762.5284_BacteriaProteobacteriaGammaproteobacteriaChromatialesSedimenticolaceaeSedimenticolabioreactor_metagenome.0.00243841
NR_136790.1	#3b7524	Salt marsh	NR 136790.1.1-1400 Sedimenticola thiotaurini strain SIP-G1 16S ribosomal RNA partial sequence	Sedimenticola thiotaurini	Sippewissett salt marsh	type strain of Sedimenticola thiotaurini
