EU799439.1			EU799439.1.1-1450_Uncultured_bacterium_clone_1C227038_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069684
JN591807.1	#86b8dc	Seawater	JN591807.1.1-1444_Uncultured_SAR116_cluster_alpha_proteobacterium_clone_GG101008Clone35_16S_ribosomal_RNA_gene_partial_sequence	uncultured_SAR116_cluster_alpha_proteobacterium	surface_seawater_Puget_Sound.0.00069684
EU799453.1			EU799453.1.1-1450_Uncultured_bacterium_clone_1C227055_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069706
GU230192.1			GU230192.1.1-1444_Uncultured_alpha_proteobacterium_clone_ARTE9_124_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	coastal_water.0.00209436
HM057768.1			HM057768.1.2-1445_Uncultured_alpha_proteobacterium_clone_D13W_109_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	ocean_water_from_the_Yellow_Sea.0.00279195
HM057678.1			HM057678.1.9-1452_Uncultured_alpha_proteobacterium_clone_C13W_53_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	ocean_water_from_the_Yellow_Sea.0.00000043
EU799980.1			EU799980.1.1-1426_Uncultured_bacterium_clone_1C227660_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000043
EU800900.1			EU800900.1.1-1450_Uncultured_bacterium_clone_2C229139_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Delaware_Bay_NJ.0.00139452
EU799941.1			EU799941.1.4-1376_Uncultured_bacterium_clone_1C227617_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00073280
JN591808.1	#86b8dc	Seawater	JN591808.1.1-1442_Uncultured_SAR116_cluster_alpha_proteobacterium_clone_GG101008Clone121_16S_ribosomal_RNA_gene_partial_sequence	uncultured_SAR116_cluster_alpha_proteobacterium	surface_seawater_Puget_Sound.0.00279107
JX017173.1			JX017173.1.1-1444_Uncultured_bacterium_clone_HglFeb6A9m_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	marine_bulk_water.0.00139420
EU800038.1			EU800038.1.1-1450_Uncultured_bacterium_clone_1C227726_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000043
EU799530.1			EU799530.1.1-1407_Uncultured_bacterium_clone_1C227140_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000043
EU799742.1			EU799742.1.1-1450_Uncultured_bacterium_clone_1C227385_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000043
EU799301.1			EU799301.1.1-1450_Uncultured_bacterium_clone_1C226883_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069730
HQ671812.1			HQ671812.1.1-1444_Uncultured_bacterium_clone_F9P1210_S_E01_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Northeast_subarctic_Pacific_Ocean_Station_P12_10m_depth.0.00419427
JX017079.1			JX017079.1.1-1445_Uncultured_bacterium_clone_HglFeb6B9_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	marine_bulk_water.0.00139330
EU799455.1			EU799455.1.1-1441_Uncultured_bacterium_clone_1C227057_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00209061
DQ009271.1			DQ009271.1.1-1459_Uncultured_marine_bacterium_clone_SPOTSAPR01_5m167_16S_ribosomal_RNA_gene_partial_sequence_16S-23S_ribosomal_RNA_intergenic_spacer_complete_sequence_and_23S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	glass_fiber_prefiltered_bacterioplankton_DNA_collected_at_5M_depth_from_the_San_Pedro_Ocean_Time_Series.0.00070549
FJ826334.1			FJ826334.1.1441_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_marine_bacterium	uncultured_marine_bacterium	filtered_surface_sea_water_at_the_contrasting_non-bloom_station_in_the_Yellow_Sea_the_concentration_of_Chl_a_was_1.65_mg/m3.0.00774433
GU474934.1			GU474934.5263.6746_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_alpha_proteobacterium_EB000_46D07.0.00070928
AF268221.1	#50c0cf	Freshwater	AF268221.2.1-1459 Uncultured proteobacterium EBAC46D07 16S ribosomal RNA gene partial sequence tRNA-Ile gene complete sequence and 23S ribosomal RNA gene partial sequence	uncultured proteobacterium EBAC46D07	collected in early spring in Monterey Bay California (36.78N 122.48W)
JX017207.1			JX017207.1.1-1444_Uncultured_bacterium_clone_HglFeb6D8m_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	marine_bulk_water.0.00000043
EF571965.1			EF571965.1.1491_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium.0.02269822
EU799386.1			EU799386.1.1-1375_Uncultured_bacterium_clone_1C226975_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.01587432
JN207175.1			JN207175.1.1267_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_Alphaproteobacteria_bacterium.0.00473401
FJ826312.1			FJ826312.1.1447_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_marine_bacterium.0.03377050
EU799162.1			EU799162.1.1379_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium	uncultured_bacterium	Newport_Harbour_RI.0.01455833
EU801158.1			EU801158.1.1268_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium.0.00167600
EU799065.1			EU799065.1.1-1454_Uncultured_bacterium_clone_1C226621_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000043
EU799208.1			EU799208.1.1-1446_Uncultured_bacterium_clone_1C226781_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.01267417
EU268109.1			EU268109.1.1-1448_Uncultured_bacterium_clone_DL1719_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sea_water.0.00186433
AY627368.1			AY627368.1.1-1419 Uncultured SAR116 alpha proteobacterium clone EF100-93A06 16S ribosomal RNA gene partial sequence	uncultured SAR116 cluster alpha proteobacterium	PCR-amplified from a cloned (fosmid) DNA fragment collected on February 21 2002 at station M1 (36 45.50N 122 02.10W) 100 m in Monterey Bay California
AY033319.1			AY033319.1.1-1459_Uncultured_alpha_proteobacterium_MB13G10_16S_ribosomal_RNA_gene_partial_sequence_tRNA-Ile_gene_complete_sequence_and_23S_ribosomal_RNA_gene_partial_sequence	uncultured_alpha_proteobacterium_MB13G10.0.00141129
KX934579.1			KX934579.1.1-1339_Uncultured_marine_bacterium_clone_H3SA1b080_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-H3_depth_of_5m_size_fraction_0.1-0.8_um.0.00000000
JN986219.1			JN986219.1.2-1445_Uncultured_bacterium_clone_U1369-228_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	filtered_surface_sea_water_in_South_Pacific_Ocean.0.00279069
AY033316.1			AY033316.1.1-1443_Uncultured_alpha_proteobacterium_MB12F11_16S_ribosomal_RNA_gene_partial_sequence_tRNA-Ile_gene_complete_sequence_and_23S_ribosomal_RNA_gene_partial_sequence	uncultured_alpha_proteobacterium_MB12F11.0.00000043
AF268216.1	#50c0cf	Freshwater	AF268216.2.1-1460 Uncultured proteobacterium EBAC39D12 16S ribosomal RNA gene partial sequence tRNA-Ile gene complete sequence and 23S ribosomal RNA gene partial sequence	uncultured proteobacterium EBAC39D12	collected in early spring in Monterey Bay California (36.78N 122.48W)
KX935633.1			KX935633.1.1-1443_Uncultured_marine_bacterium_clone_155D1Ac4Q4_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-155_depth_of_86m_size_fraction_0.1-0.8_um.0.00419971
KX933409.1			KX933409.1.1-1339_Uncultured_marine_bacterium_clone_155D1Bb06H_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-155_depth_of_86m_size_fraction_0.1-0.8_um.0.00300441
EU799901.1			EU799901.1.1-1410_Uncultured_bacterium_clone_1C227571_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00071061
AF001636.1			AF001636.1.1478_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_proteobacterium_OCS28	uncultured_proteobacterium_OCS28.0.00278973
DQ009272.1			DQ009272.1.1-1459_Uncultured_marine_bacterium_clone_SPOTSAPR01_5m25_16S_ribosomal_RNA_gene_partial_sequence_16S-23S_ribosomal_RNA_intergenic_spacer_complete_sequence_and_23S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	glass_fiber_prefiltered_bacterioplankton_DNA_collected_at_5M_depth_from_the_San_Pedro_Ocean_Time_Series.0.00211747
KX935634.1			KX935634.1.1-1443_Uncultured_marine_bacterium_clone_70S1Bc41f_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-70_depth_of_10m_size_fraction_0.1-0.8_um.0.00139381
JN986458.1			JN986458.1.2-1445_Uncultured_bacterium_clone_U1371-72_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	filtered_surface_sea_water_in_South_Pacific_Ocean.0.00069656
GQ349169.1			GQ349169.1.3-1343_Uncultured_alpha_proteobacterium_clone_SHAN491_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	Saanich_Inlet_120_m_depth.0.00301214
KX933167.1			KX933167.1.1-1338_Uncultured_marine_bacterium_clone_70S8Bb007_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-70_depth_of_10m_size_fraction_0.8-3.0_um.0.00451575
EU799071.1			EU799071.1.1-1450_Uncultured_bacterium_clone_1C226627_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069675
MG013049.1	#86b8dc	Seawater	MG013049.1.1-1444_Uncultured_bacterium_clone_PnB_164_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	seawater.0.00630574
EU799784.1			EU799784.1.1-1450_Uncultured_bacterium_clone_1C227433_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069670
EU799037.1			EU799037.1.1-1450_Uncultured_bacterium_clone_1C226590_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000043
EU800008.1			EU800008.1.1-1450_Uncultured_bacterium_clone_1C227689_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069723
EU799885.1			EU799885.1.1-1450_Uncultured_bacterium_clone_1C227552_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069734
EU799842.1			EU799842.1.1-1450_Uncultured_bacterium_clone_1C227504_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069729
HQ203732.1	#86b8dc	Seawater	HQ203732.1.1-1445_Uncultured_bacterium_clone_SW-Oct-3_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	seawater.0.00069754
EU799295.1			EU799295.1.1-1450_Uncultured_bacterium_clone_1C226876_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00139545
EU799259.1			EU799259.1.1418_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium	uncultured_bacterium	Newport_Harbour_RI.0.02380907
MW961607.1			MW961607.1.21-1361_Uncultured_Alphaproteobacteria_bacterium_clone_aut.18_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	surface_sea_water.0.00299350
HQ203759.1	#86b8dc	Seawater	HQ203759.1.1-1445_Uncultured_bacterium_clone_SW-Oct-33_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	seawater.0.00069745
EU799252.1			EU799252.1.1446_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium	uncultured_bacterium	Newport_Harbour_RI.0.00914855
FJ826338.1			FJ826338.1.1-1438_Uncultured_marine_bacterium_clone_A6-3-30_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	filtered_surface_sea_water_at_the_contrasting_non-bloom_station_in_the_Yellow_Sea_the_concentration_of_Chl_a_was_1.65_mg/m3.0.00420789
KX933168.1			KX933168.1.1-1339_Uncultured_marine_bacterium_clone_70S8Bb06H_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-70_depth_of_10m_size_fraction_0.8-3.0_um.0.00375432
FJ826476.1			FJ826476.1.1-1438_Uncultured_marine_bacterium_clone_A6-5-68_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	filtered_surface_sea_water_at_the_contrasting_non-bloom_station_in_the_Yellow_Sea_the_concentration_of_Chl_a_was_1.31_mg/m3.0.00209963
EU800033.1			EU800033.1.1-1450_Uncultured_bacterium_clone_1C227720_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00280078
KX935635.1			KX935635.1.1446_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_marine_bacterium	uncultured_marine_bacterium	CALCOFI_Line_67-155_depth_of_5m_size_fraction_0.8-3.0_um.0.00560818
FJ545596.1	#86b8dc	Seawater	FJ545596.1.1-1477_Uncultured_bacterium_clone_W2-11_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	North_Yellow_Sea_seawater.0.00209515
AB974071.1	#86b8dc	Seawater	AB974071.1.8-1389 Uncultured bacterium gene for 16S rRNA partial sequence clone. E11D080E32 (OTU042)	uncultured bacterium	Seawater in East China Sea
EU799856.1			EU799856.1.1-1450_Uncultured_bacterium_clone_1C227519_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00139498
JN986157.1			JN986157.1.2-1445_Uncultured_bacterium_clone_U1369-135_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	filtered_surface_sea_water_in_South_Pacific_Ocean.0.00279771
EU799747.1			EU799747.1.1-1450_Uncultured_bacterium_clone_1C227390_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00209685
HM057778.1			HM057778.1.2-1445_Uncultured_alpha_proteobacterium_clone_D13W_187_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	ocean_water_from_the_Yellow_Sea.0.00000043
FJ826316.1			FJ826316.1.1-1438_Uncultured_marine_bacterium_clone_A6-3-8_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	filtered_surface_sea_water_at_the_contrasting_non-bloom_station_in_the_Yellow_Sea_the_concentration_of_Chl_a_was_1.65_mg/m3.0.00279998
DQ009274.1			DQ009274.1.1-1459_Uncultured_marine_bacterium_clone_SPOTSAPR01_5m20_16S_ribosomal_RNA_gene_partial_sequence_16S-23S_ribosomal_RNA_intergenic_spacer_complete_sequence_and_23S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	glass_fiber_prefiltered_bacterioplankton_DNA_collected_at_5M_depth_from_the_San_Pedro_Ocean_Time_Series.0.00425130
EU799657.1			EU799657.1.1-1449_Uncultured_bacterium_clone_1C227279_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00279596
EU799741.1			EU799741.1.1-1450_Uncultured_bacterium_clone_1C227384_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00139467
EU799341.1			EU799341.1.1-1450_Uncultured_bacterium_clone_1C226925_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069748
FR685145.1			FR685145.1.1-1442_uncultured_marine_bacterium_16S_rRNA_gene_clone_16_04_02E08	uncultured_marine_bacterium	marine_biome_fjord_coastal_water.0.00074512
FR685034.1			FR685034.1.1-1442_uncultured_marine_bacterium_16S_rRNA_gene_clone_16_04_02A06	uncultured_marine_bacterium	marine_biome_fjord_coastal_water.0.00000043
EU799311.1			EU799311.1.1-1450_Uncultured_bacterium_clone_1C226893_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00139555
EU799960.1			EU799960.1.1-1448_Uncultured_bacterium_clone_1C227638_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.01269095
EU799580.1			EU799580.1.1-1450_Uncultured_bacterium_clone_1C227195_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000000
GQ349963.1			GQ349963.1.1-1316_Uncultured_alpha_proteobacterium_clone_SHAZ551_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	Saanich_Inlet_100_m_depth.0.00000000
EU799296.1			EU799296.1.1-1450_Uncultured_bacterium_clone_1C226878_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00069748
KX932655.1			KX932655.1.1-1339_Uncultured_marine_bacterium_clone_70S1Bb047_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-70_depth_of_10m_size_fraction_0.1-0.8_um.0.00074857
GQ350388.1			GQ350388.1.1-1315_Uncultured_alpha_proteobacterium_clone_SHBC602_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	Saanich_Inlet_120_m_depth.0.00000043
GQ349330.1			GQ349330.1.1-1321_Uncultured_alpha_proteobacterium_clone_SHAS391_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	Saanich_Inlet_200_m_depth.0.00000000
JX525506.1			JX525506.1.1377_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_Pelagibacterales_bacterium.0.01740092
EU805270.1			EU805270.1.1450_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium	uncultured_bacterium	250_miles_from_Panama_City.0.00769375
AF382138.1			AF382138.1.1-1444_Uncultured_bacterium_clone_ZA3414c_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium.0.00070485
AY744399.1			AY744399.1.55953-57439_Uncultured_alpha_proteobacterium_EBAC2C11_complete_sequence	uncultured_alpha_proteobacterium_EBAC2C11.0.01355971
EU803029.1			EU803029.1.1450_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium	uncultured_bacterium	Northeast_of_Colon_Panama.0.00071935
JN166138.1			JN166138.1.1-1436_Uncultured_marine_microorganism_clone_HOT157_25m47_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_microorganism	depth_25m_Hawaii_Ocean_Time_series_cruise_157_station_2_cast_3_bottle_22.0.00210311
EF572712.1			EF572712.1.1-1450_Uncultured_bacterium_clone_S23_811_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Cocos_Island_site_23.0.00141289
KX934520.1			KX934520.1.1-1339_Uncultured_marine_bacterium_clone_H3S8Ab08C_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-H3_depth_of_5m_size_fraction_0.8-3.0_um.0.00300219
KX934017.1			KX934017.1.1341_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_marine_bacterium.0.00677305
JN986322.1			JN986322.1.2-1445_Uncultured_bacterium_clone_U1370-140_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	filtered_surface_sea_water_in_South_Pacific_Ocean.0.00334944
JN986343.1			JN986343.1.2-1445_Uncultured_bacterium_clone_U1370-169_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	filtered_surface_sea_water_in_South_Pacific_Ocean.0.00489840
KX935632.1			KX935632.1.1-1444_Uncultured_marine_bacterium_clone_155D1Ac4O7_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-155_depth_of_86m_size_fraction_0.1-0.8_um.0.00278500
KX935636.1			KX935636.1.1447_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_marine_bacterium.0.01833957
JX527726.1			JX527726.1.1388 BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116 cladeuncultured Pelagibacterales bacterium	uncultured Pelagibacterales bacterium	chlrophyll maxima (30m) water samples filtered on 0.22 micron filter paper derived from the Southern ocean iron fertilization experiment (LOHAFEX)
EU799867.1			EU799867.1.1450_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeuncultured_bacterium	uncultured_bacterium	Newport_Harbour_RI.0.00664828
HQ242234.1			HQ242234.1.1-1444_Uncultured_alpha_proteobacterium_clone_F9P4_10I17_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Alphaproteobacteria_bacterium	Line_P_Station_P4_depth_of_10m.0.02962555
EU800011.1			EU800011.1.1-1450_Uncultured_bacterium_clone_1C227694_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00138453
KX602055.1			KX602055.1.1386_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeCandidatus_Puniceispirillumuncultured_Rhodospirillales_bacterium	uncultured_Rhodospirillales_bacterium	surface_sea_water.0.00600697
CP001751.1			CP001751.1.2138898-2140382_Candidatus_Puniceispirillum_marinum_IMCC1322_chromosome_complete_genome	Candidatus_Puniceispirillum_marinum_IMCC1322CP001751.1.2753528.0.00000000
CP001751.1			CP001751.2138901.2140385_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeCandidatus_PuniceispirillumCandidatus_Puniceispirillum_marinum_IMCC1322.0.00000000
JN986307.1			JN986307.1.2-1448_Uncultured_bacterium_clone_U1370-118_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	filtered_surface_sea_water_in_South_Pacific_Ocean.0.00208875
KX935631.1			KX935631.1.1-1446_Uncultured_marine_bacterium_clone_155D1Bc4lG_16S_ribosomal_RNA_gene_partial_sequence	uncultured_marine_bacterium	CALCOFI_Line_67-155_depth_of_86m_size_fraction_0.1-0.8_um.0.00139175
DQ513068.1			DQ513068.1.1-1451_Uncultured_bacterium_clone_FS117-53B-02_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	ridge_flank_crustal_fluid.0.00278679
EU799775.1			EU799775.1.1-1453_Uncultured_bacterium_clone_1C227423_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Newport_Harbour_RI.0.00000042
JN233343.1			JN233343.1.1-1412_Uncultured_marine_bacterium_clone_IMS2R75_16S_ribosomal_RNA_partial_sequence	uncultured_marine_bacterium	coastal_North_Carolina_surface_water_Beaufort_Inlet.0.00071166
JN233659.1			JN233659.1.1-1408_Uncultured_marine_bacterium_clone_IMS2R74_16S_ribosomal_RNA_partial_sequence	uncultured_marine_bacterium	coastal_North_Carolina_surface_water_Beaufort_Inlet.0.00000000
JQ196540.1			JQ196540.1.1307_BacteriaProteobacteriaAlphaproteobacteriaPuniceispirillalesSAR116_cladeCandidatus_Puniceispirillumuncultured_bacterium.0.01065742
